lemma,sense_name,definition,example,example_source,notes,Num_WN_Examples,group_id
shoulder,shoulder.n.02,a cut of meat including the upper joint of the foreleg,Pork shoulder would be perfect for this dish,hand_written,no wordnet example for sense,0,shoulder_1
shovel,shovel.n.03,a fire iron consisting of a small shovel used to scoop coals or ashes in a fireplace,Clean the fireplace with the shovel,hand_written,no wordnet example for sense,0,shovel_1
shovel,shovel.n.01,a hand tool for lifting loose material; consists of a curved container or scoop and a handle,I need a new shovel to finish digging the holes,hand_written,no wordnet example for sense,0,shovel_1
shovel,power_shovel.n.01,a machine for excavating,We need a power shovel to move this rock,hand_written,no wordnet example for sense,0,shovel_1
shovel,shovel.n.02,the quantity a shovel can hold,A shovel of dirt,hand_written,no wordnet example for sense,0,shovel_1
show,indicate.v.02,"indicate a place, direction, person, or thing; either spatially or figuratively",I showed the customer the glove section,wordnet,wordnet example,3,show_1
show,usher.v.01,"take (someone) to their seats, as in theaters or auditoriums",The usher showed us to our seats,wordnet,wordnet example,1,show_1
show,show.v.01,give an exhibition of to an interested audience,She shows her dogs frequently,wordnet,wordnet example,2,show_1
show,show.v.12,finish third or better in a horse or dog race,He bet $2 on number six to show,wordnet,wordnet example,1,show_1
show,show.v.04,make visible or noticeable,She showed her talent for cooking,wordnet,wordnet example,2,show_1
show,show.v.08,be or become visible or noticeable,His good upbringing really shows,wordnet,wordnet example,2,show_2
show,express.v.01,give expression to,She showed her disappointment,wordnet,wordnet example,1,show_2
show,prove.v.02,"establish the validity of something, as by an example, explanation or experiment",The mathematician showed the validity of the conjecture,wordnet,wordnet example,2,show_2
show,show.v.10,"give evidence of, as of records",The diary shows his distress that evening,wordnet,wordnet example,1,show_2
show,testify.v.02,provide evidence for,The blood test showed that he was the father,wordnet,wordnet example,2,show_2
show,read.v.08,indicate a certain reading; of gauges and instruments,The thermometer showed thirteen degrees below zero,wordnet,wordnet example,2,show_3
show,picture.v.02,"show in, or as in, a picture",This scene shows country life,hand_written,no wordnet example for lemma,2,show_3
shower,shower.n.03,a brief period of precipitation,The game was interrupted by a brief shower,wordnet,wordnet example,1,shower_1
shower,shower.n.02,washing yourself by standing upright under water sprayed from a nozzle,He took a shower after the game,wordnet,wordnet example,1,shower_1
shower,shower.n.06,a party of friends assembled to present gifts (usually of a specified kind) to a person,Her friends organized a baby shower for her when she was expecting,wordnet,wordnet example,1,shower_1
shower,shower.n.04,a sudden downpour (as of tears or sparks etc) likened to a rain shower,A little shower of rose petals,wordnet,wordnet example,2,shower_1
shower,shower.n.01,a plumbing fixture that sprays water over you,They installed a shower in the bathroom,wordnet,wordnet example,1,shower_1
shower,exhibitor.n.01,someone who organizes an exhibit for others to see,Are you the shower for this gallery exhibit?,hand_written,no wordnet example for sense,0,shower_2
sick,sick.s.06,deeply affected by a strong feeling,"Sat completely still, sick with envy",wordnet,wordnet example,2,sick_1
sick,pale.s.02,(of light) lacking in intensity or brightness; dim or feeble,The sick light of a half moon,hand_written,no wordnet example for lemma,6,sick_1
sick,disgusted.s.01,having a strong distaste from surfeit,Sick of it all,wordnet,wordnet example,6,sick_1
sick,brainsick.s.01,affected with madness or insanity,"I can't believe you did that, you're sick",hand_written,no wordnet example for lemma,1,sick_1
sick,ghastly.s.01,shockingly repellent; inspiring horror,Sick tortures conceived by madmen,hand_written,no wordnet example for lemma,7,sick_1
sick,nauseated.s.01,feeling nausea; feeling about to vomit,Lily's stomach lurched she felt sick,childes,no wordnet example for sense,0,sick_2
sick,ill.a.01,affected by an impairment of normal physical or mental function,"A lotta people have been sick all winter though, we were lucky",childes,no wordnet example for lemma,1,sick_2
sidewalk,sidewalk.n.01,walk consisting of a paved area for pedestrians; usually beside a street or roadway,Stay on the sidewalk and never go in the street,hand_written,no wordnet example for sense,0,sidewalk_1
sing,spill_the_beans.v.01,divulge confidential information or secrets,I'm gonna make him sing,hand_written,no wordnet example for lemma,1,sing_1
sing,sing.v.01,deliver by singing,Sing Christmas carols,wordnet,wordnet example,1,sing_1
sing,whistle.v.05,"make a whining, ringing, or whistling sound",The kettle was singing,wordnet,wordnet example,2,sing_1
sing,sing.v.03,to make melodious sounds,The nightingale was singing,wordnet,wordnet example,1,sing_1
sing,sing.v.02,produce tones with the voice,She was singing while she was cooking,wordnet,wordnet example,2,sing_1
sink,sink.n.01,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,"Wash your hands in the sink, please",hand_written,no wordnet example for sense,0,sink_1
sink,cesspool.n.01,a covered cistern; waste water and sewage flow into it,All the waste water goes into the sink,hand_written,no wordnet example for sense,0,sink_1
sink,sink.n.02,(technology) a process that acts to absorb or remove energy or a substance from a system,The ocean is a sink for carbon dioxide,wordnet,wordnet example,1,sink_1
sink,sinkhole.n.01,a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof,"Be careful, theres a big sink out there",hand_written,no wordnet example for sense,0,sink_1
sit,baby-sit.v.02,work or act as a baby-sitter,I cannot baby-sit tonight; I have too much homework to do,wordnet,wordnet example,1,sit_1
sit,seat.v.01,show to a seat; assign a seat for,You could sit somebody in the back,childes,no wordnet example for lemma,1,sit_1
sit,sit_down.v.01,take a seat,Please sit down,wordnet,wordnet example,0,sit_1
sit,ride.v.01,"sit and travel on the back of animal, usually while controlling its motions",She never sat a horse!,wordnet,wordnet example,3,sit_1
sit,sit.v.01,be seated,Please sit down,hand_written,no wordnet example for sense,0,sit_1
sit,sit.v.10,serve in a specific professional capacity,She sat on the jury,hand_written,no wordnet example for lemma,2,sit_2
sit,model.v.03,assume a posture as for artistic purposes,We don't know the woman who sat for leonardo so often,hand_written,no wordnet example for lemma,1,sit_2
sit,sit.v.07,be located or situated somewhere,The White House sits on Pennsylvania Avenue,wordnet,wordnet example,1,sit_2
sit,sit.v.04,be in session,When does the court of law sit?,wordnet,wordnet example,1,sit_2
sit,sit.v.02,"be around, often idly or without specific purpose",We sat around chatting for another hour,wordnet,wordnet example,2,sit_2
skate,skate.v.01,move along on skates,The Dutch often skate along the canals in winter,wordnet,wordnet example,1,skate_1
sky,sky.n.01,the atmosphere and outer space as viewed from the earth,The sky is blue,hand_written,no wordnet example for sense,0,sky_1
sled,sled.n.01,a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow,They don't even need a sled they just go on their belly,childes,no wordnet example for sense,0,sled_1
sleep,sleep.v.01,be asleep,"Please sleep, it's late",hand_written,no wordnet example for sense,0,sleep_1
sleep,sleep.v.02,be able to accommodate for sleeping,This tent sleeps six people,wordnet,wordnet example,1,sleep_1
sleepy,sleepy.s.01,ready to fall asleep,Beginning to feel sleepy,wordnet,wordnet example,3,sleepy_1
slide,slide.n.02,(geology) the descent of a large mass of earth or rocks or snow etc.,"Be careful of rock slides, they happen this time of year",hand_written,no wordnet example for sense,0,slide_1
slide,slide.n.06,a transparency mounted in a frame; viewed with a slide projector,Put the next slide on the projector,hand_written,no wordnet example for sense,0,slide_1
slide,swoop.n.01,(music) rapid sliding up or down the musical scale,The violinist was indulgent with his swoops and slides,wordnet,wordnet example,1,slide_1
slide,slide.n.04,plaything consisting of a sloping chute down which children can slide,Try out the jumprope and slide down the slide,childes,no wordnet example for sense,0,slide_1
slide,slide.n.01,a small flat rectangular piece of glass on which specimens can be mounted for microscopic study,Put the specimen on the slide,hand_written,no wordnet example for sense,0,slide_1
slide,slide.n.05,the act of moving smoothly along a surface while remaining in contact with it,His slide didn't stop until the bottom of the hill,wordnet,wordnet example,2,slide_2
slide,chute.n.02,sloping channel through which things can descend,Put the trash down the slide,hand_written,no wordnet example for sense,0,slide_2
slipper,slipper.n.01,low footwear that can be slipped on and off easily; usually worn indoors,"Where's my other slipper, my foot is getting cold",hand_written,no wordnet example for sense,0,slipper_1
slipper,skidder.n.01,a person who slips or slides because of loss of traction,We have another slipper coming through,hand_written,no wordnet example for sense,0,slipper_1
slow,boring.s.01,so lacking in interest as to cause mental weariness,A slow evening with uninteresting people,hand_written,no wordnet example for lemma,9,slow_1
slow,slow.a.04,(used of timepieces) indicating a time earlier than the correct time,The clock is slow,wordnet,wordnet example,1,slow_1
slow,dull.s.08,(of business) not active or brisk,Business is dull (or slow),wordnet,wordnet example,2,slow_1
slow,slow.a.01,not moving quickly; taking a comparatively long time,A slow walker,wordnet,wordnet example,5,slow_1
slow,slow.a.02,at a slow tempo,The band played a slow waltz,wordnet,wordnet example,1,slow_1
slow,dense.s.04,slow to learn or understand; lacking intellectual acuity,Worked with the slow students,wordnet,wordnet example,6,slow_2
smile,smile.v.01,"change one's facial expression by spreading the lips, often to signal pleasure",Can you smile for me?,hand_written,no wordnet example for sense,0,smile_1
smile,smile.v.02,express with a smile,She smiled her thanks,wordnet,wordnet example,1,smile_1
sneaker,fink.n.01,someone acting as an informer or decoy for the police,"We can't trust him, I think hes a sneaker",hand_written,no wordnet example for sense,0,sneaker_1
sneaker,gym_shoe.n.01,a canvas shoe with a pliable rubber sole,Would you like me to help you with your sneakers,childes,no wordnet example for sense,0,sneaker_1
snow,snow.n.01,precipitation falling from clouds in the form of ice crystals,Oh look there's snow falling!,hand_written,no wordnet example for sense,0,snow_1
snow,snow.n.02,a layer of snowflakes (white crystals of frozen water) covering the ground,Do you want to play in the snow?,hand_written,no wordnet example for sense,0,snow_1
snow,coke.n.03,street names for cocaine,He asked if I had any snow to buy,hand_written,no wordnet example for sense,0,snow_1
snowman,snowman.n.01,a figure of a person made of packed snow,Let's build a snowman,hand_written,no wordnet example for sense,0,snowman_1
soap,soap.n.02,money offered as a bribe,Did you bring the soap?,hand_written,no wordnet example for sense,0,soap_1
soap,soap.n.01,a cleansing agent made from the salts of vegetable or animal fats,Wash with soap and water,hand_written,no wordnet example for sense,0,soap_1
sock,sock.n.01,hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee,Why didn't she take her socks off before she went swimming?,childes,no wordnet example for sense,0,sock_1
sock,windsock.n.01,"a truncated cloth cone mounted on a mast; used (e.g., at airports) to show the direction of the wind",The windsock whipped northward,hand_written,no wordnet example for sense,0,sock_1
soda,sodium_carbonate.n.01,a sodium salt of carbonic acid; used in making soap powders and glass and paper,Soda can help remove odor in containers,hand_written,no wordnet example for sense,0,soda_1
soda,pop.n.02,a sweet drink containing carbonated water and flavoring,In New England they call sodas tonics,wordnet,wordnet example,1,soda_1
sofa,sofa.n.01,an upholstered seat for more than one person,Get the dog off the sofa,hand_written,no wordnet example for sense,0,sofa_1
soft,soft.a.02,compassionate and kind; conciliatory,He was soft on his children,wordnet,wordnet example,1,soft_1
soft,soft.a.01,yielding readily to pressure or weight,This couch is very soft,hand_written,no wordnet example for sense,0,soft_1
soft,soft.a.06,not protected against attack (especially by nuclear weapons),Soft targets,wordnet,wordnet example,1,soft_1
soft,indulgent.s.02,tolerant or lenient,Too soft on the children,wordnet,wordnet example,3,soft_1
soft,soft.s.11,using evidence not readily amenable to experimental verification or refutation,Soft data,wordnet,wordnet example,2,soft_1
soft,piano.a.01,used chiefly as a direction or description in music,"This segment is piano, so it should be soft",hand_written,no wordnet example for lemma,1,soft_2
soft,balmy.s.02,mild and pleasant,A soft breeze,wordnet,wordnet example,3,soft_2
soft,soft.a.08,(of light) transmitted from a broad light source or reflected,The soft light created diffused shadows,hand_written,no wordnet example for sense,0,soft_2
soft,soft.a.03,(of sound) relatively low in volume,Soft voices,wordnet,wordnet example,2,soft_2
soft,soft.s.10,(of a commodity or market or currency) falling or likely to fall in value,The market for computers is soft,wordnet,wordnet example,1,soft_2
soft,soft.s.16,willing to negotiate and compromise,He was soft on his children,hand_written,no wordnet example for sense,0,soft_3
soft,soft.s.15,out of condition; not strong or robust; incapable of exertion or endurance,He was too soft for the army,wordnet,wordnet example,3,soft_3
soft,easy.s.05,having little impact,A soft (or light) tapping at the window,wordnet,wordnet example,4,soft_3
soft,cushy.s.01,not burdensome or demanding; borne or done easily and without hardship,A soft job,wordnet,wordnet example,3,soft_3
soft,soft.s.19,not brilliant or glaring,The moon cast soft shadows,wordnet,wordnet example,3,soft_3
soft,delicate.s.04,easily hurt,Soft hands,wordnet,wordnet example,2,soft_4
soft,gentle.s.01,soft and mild; not harsh or stern or severe,You're being very gentle with these teddys,childes,no wordnet example for lemma,3,soft_4
soup,soup.n.02,any composition having a consistency suggestive of soup,Do you want some mud soup?,hand_written,no wordnet example for sense,0,soup_1
soup,soup.n.03,an unfortunate situation,We're in the soup now,wordnet,wordnet example,1,soup_1
soup,soup.n.01,liquid food especially of meat or fish or vegetable stock often containing pieces of solid food,I think when you're eating soup it might be easier to use the spoon,childes,no wordnet example for sense,0,soup_1
spill,spill.v.03,cause or allow (a solid substance) to flow or run out or over,Spill the beans all over the table,wordnet,wordnet example,1,spill_1
spill,spill.v.04,pour out in drops or small quantities or as if in drops or small quantities,Spill blood,wordnet,wordnet example,3,spill_1
spill,spill.v.06,reduce the pressure of wind on (a sail),The mainsheet may be loosened to spill wind,hand_written,no wordnet example for sense,0,spill_1
spill,spill.v.05,reveal information,The former employee spilled all the details,wordnet,wordnet example,2,spill_1
spill,spill.v.01,cause or allow (a liquid substance) to run or flow from a container,Spill the milk,wordnet,wordnet example,2,spill_1
spill,spill.v.02,"flow, run or fall out and become lost",The milk spilled across the floor,wordnet,wordnet example,2,spill_2
splash,splash.v.07,strike and dash about in a liquid,The boys splashed around in the pool,wordnet,wordnet example,1,splash_1
splash,spatter.v.01,dash a liquid upon or against,The mother splashed the baby's face with water,wordnet,wordnet example,1,splash_1
splash,splash.v.04,mark or overlay with patches of contrasting color or texture; cause to appear splashed or spattered,The mountain was splashed with snow,wordnet,wordnet example,1,splash_1
splash,splash.v.06,soil or stain with a splashed liquid,The sauce splashed his white shirt,hand_written,no wordnet example for sense,0,splash_1
splash,squelch.v.03,walk through mud or mire,We had to splash across the wet meadow,hand_written,no wordnet example for lemma,1,splash_1
splash,sprinkle.v.02,"cause (a liquid) to spatter about, especially with force",She splashed the water around her,wordnet,wordnet example,1,splash_2
splash,splash.v.05,make a splashing sound,Water was splashing on the floor,wordnet,wordnet example,1,splash_2
spoon,spoon.n.01,a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food,I think when you're eating soup it might be easier to use the spoon,childes,no wordnet example for sense,0,spoon_1
spoon,spoon.n.03,formerly a golfing wood with an elevated face,A spoon has a cupped club face,hand_written,no wordnet example for sense,0,spoon_1
spoon,spoon.n.02,as much as a spoon will hold,He added two spoons of sugar,wordnet,wordnet example,1,spoon_1
sprinkler,sprinkler.n.01,mechanical device that attaches to a garden hose for watering lawn or garden,Sprinkler does make things wet we're giving the plants water,childes,no wordnet example for sense,0,sprinkler_1
squirrel,squirrel.n.02,the fur of a squirrel,Squirrel fur coats were popular in the 1800s,hand_written,no wordnet example for sense,0,squirrel_1
squirrel,squirrel.n.01,a kind of arboreal rodent having a long bushy tail,I saw a little squirrel a picking up acorns,childes,no wordnet example for sense,0,squirrel_1
stairs,stairs.n.01,a flight of stairs or a flight of steps,Be careful going down the stairs!,hand_written,no wordnet example for sense,0,stairs_1
stairs,step.n.04,support consisting of a place to rest the foot while ascending or descending a stairway,He paused on the bottom stair,hand_written,no wordnet example for lemma,1,stairs_1
stand,stand.v.06,have or maintain a position or stand on an issue,Where do you stand on the War?,wordnet,wordnet example,1,stand_1
stand,stand.v.12,be available for stud services,The champion horse will stand next month,hand_written,no wordnet example for lemma,1,stand_1
stand,stand.v.02,be in some specified state or condition,I stand corrected,wordnet,wordnet example,1,stand_1
stand,stand.v.09,be tall; have a height of; copula,She stands 6 feet tall,wordnet,wordnet example,1,stand_1
stand,stand.v.01,be standing; be upright,We had to stand for the entire performance!,wordnet,wordnet example,1,stand_1
stand,digest.v.03,put up with something or somebody unpleasant,I can't stand squealing children,childes,no wordnet example for lemma,4,stand_2
stand,stand.v.08,be in effect; be or remain in force,The law stands!,wordnet,wordnet example,1,stand_2
stand,stand.v.07,remain inactive or immobile,Standing water,wordnet,wordnet example,1,stand_2
stand,stand.v.03,"occupy a place or location, also metaphorically",We stand on common ground,wordnet,wordnet example,1,stand_2
stand,stand.v.10,put into an upright position,Can you stand the bookshelf up?,wordnet,wordnet example,1,stand_2
stand,resist.v.04,withstand the force of something,Stand the test of time,wordnet,wordnet example,3,stand_3
stand,stand.v.04,hold one's ground; maintain a position; be steadfast or upright,I am standing my ground and won't give in!,wordnet,wordnet example,1,stand_3
star,headliner.n.01,a performer who receives prominent billing,He is a star of the movie,hand_written,no wordnet example for sense,0,star_1
star,star.n.05,a plane figure with 5 or more points; often used as an emblem,Put on your hat and sheriff star,childes,no wordnet example for sense,0,star_1
star,star_topology.n.01,the topology of a network whose components are connected to a hub,"In a star, only one node will be brought down if a wire fails",hand_written,no wordnet example for sense,0,star_1
star,star.n.04,an actor who plays a principal role,He's a film star now,childes,no wordnet example for sense,0,star_1
star,ace.n.03,someone who is dazzlingly skilled in any field,She is a star player,hand_written,no wordnet example for sense,0,star_1
star,asterisk.n.01,a star-shaped character * used in printing,Mark it with a star,hand_written,no wordnet example for sense,0,star_2
star,star.n.03,any celestial body visible (as a point of light) from the Earth at night,Look at all the stars!,hand_written,no wordnet example for sense,0,star_2
star,star.n.01,(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior,The sun is a star,hand_written,no wordnet example for sense,0,star_2
stay,quell.v.02,overcome or allay,Stay my hunger,hand_written,no wordnet example for lemma,1,stay_1
stay,stay.v.06,stop or halt,Please stay the bloodshed!,wordnet,wordnet example,1,stay_1
stay,stay.v.09,stop a judicial process,The judge stayed the execution order,wordnet,wordnet example,1,stay_1
stay,stay.v.01,stay the same; remain in a certain state,Stay alone,wordnet,wordnet example,5,stay_1
stay,stay.v.04,"continue in a place, position, or situation","After graduation, she stayed on in Cambridge as a student adviser",wordnet,wordnet example,4,stay_1
stay,last_out.v.01,hang on during a trial of endurance,Stay out the storm,hand_written,no wordnet example for lemma,1,stay_2
stay,persist.v.03,stay behind,The smell stayed in the room,wordnet,wordnet example,2,stay_2
stay,stay.v.10,fasten with stays,He stayed the shelf against the wall,hand_written,no wordnet example for sense,0,stay_2
stay,bide.v.01,dwell,You can stay with me while you are in town,wordnet,wordnet example,2,stay_2
stay,stay.v.02,stay put (in a certain place),We are staying in Detroit; we are not moving to Cincinnati,wordnet,wordnet example,3,stay_2
stay,stay.v.05,remain behind,I had to stay at home and watch the children,wordnet,wordnet example,1,stay_3
stick,stick.n.01,an implement consisting of a length of wood,He collected dry sticks for a campfire,wordnet,wordnet example,2,stick_1
stick,stick.n.02,a small thin branch of a tree,Seven little ladybugs resting on sticks,childes,no wordnet example for sense,0,stick_1
stick,pin.n.05,informal terms for the leg,Fever left him weak on his sticks,wordnet,wordnet example,1,stick_1
stick,stick.n.06,a long implement (usually made of wood) that is shaped so that hockey or polo players can hit a puck or ball,I got a new hockey stick,hand_written,no wordnet example for sense,0,stick_1
stick,stick.n.03,a lever used by a pilot to control the ailerons and elevators of an airplane,The stick trigger was stuck,hand_written,no wordnet example for sense,0,stick_1
stick,stick.n.04,a rectangular quarter pound block of butter or margarine,A stick of butter,hand_written,no wordnet example for sense,0,stick_2
stick,stick.n.07,a long thin implement resembling a length of wood,Cinnamon sticks,wordnet,wordnet example,2,stick_2
stick,stick.n.09,threat of a penalty,The policy so far is all stick and no carrot,wordnet,wordnet example,1,stick_2
sticky,gluey.s.01,having the sticky properties of an adhesive,The tape is very sticky,hand_written,no wordnet example for sense,0,sticky_1
sticky,sticky.s.05,covered with an adhesive material,Once the paper is sticky we can add our decorations,hand_written,no wordnet example for sense,0,sticky_1
sticky,awkward.s.05,hard to deal with; especially causing pain or embarrassment,A sticky question,wordnet,wordnet example,4,sticky_1
sticky,muggy.s.01,hot or warm and humid,Sticky weather,wordnet,wordnet example,3,sticky_1
sticky,sticky.s.02,moist as with undried perspiration and with clothing sticking to the body,Felt sticky and chilly at the same time,wordnet,wordnet example,1,sticky_1
stone,rock.n.01,a lump or mass of hard consolidated mineral matter,He threw a stone at me,hand_written,no wordnet example for lemma,1,stone_1
stone,rock.n.02,material consisting of the aggregate of minerals like those making up the Earth's crust,Stone is abundant in New England and there are many quarries,wordnet,wordnet example,2,stone_1
stone,stone.n.05,an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds,A heavy chap who must have weighed more than twenty stone,wordnet,wordnet example,1,stone_1
stone,gem.n.02,a crystalline rock that can be cut and polished for jewelry,She had jewels made of all the rarest stones,wordnet,wordnet example,2,stone_1
stone,stone.n.02,building material consisting of a piece of rock hewn in a definite shape for a special purpose,He wanted a special stone to mark the site,wordnet,wordnet example,1,stone_1
stone,stone.n.13,a lack of feeling or expression or movement,He must have a heart of stone,wordnet,wordnet example,2,stone_2
stone,stone.n.06,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed,You should remove the stones from prunes before cooking,wordnet,wordnet example,1,stone_2
stop,stop.v.05,cause to stop,Stop a car,wordnet,wordnet example,2,stop_1
stop,discontinue.v.01,put an end to a state or an activity,Are you gonna stop eating it,childes,no wordnet example for lemma,1,stop_1
stop,check.v.18,"hold back, as of a danger or an enemy; check the expansion or influence of",Stop the rebel movement,hand_written,no wordnet example for lemma,4,stop_1
stop,stop.v.04,interrupt a trip,We stopped at Aunt Mary's house,wordnet,wordnet example,2,stop_1
stop,stop.v.03,stop from happening or developing,Stop his election,hand_written,no wordnet example for lemma,2,stop_1
stop,end.v.01,"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical",Your rights stop where you infringe upon the rights of other,wordnet,wordnet example,4,stop_2
stop,break.v.10,prevent completion,Stop the project,wordnet,wordnet example,2,stop_2
stop,barricade.v.01,render unsuitable for passage,Stop the busy road,wordnet,wordnet example,3,stop_2
stop,hold_on.v.02,"stop and wait, as if awaiting further instructions or developments",Just stop a minute,childes,no wordnet example for lemma,1,stop_2
stop,intercept.v.01,seize on its way,We have to stop that truck before it gets home,hand_written,no wordnet example for lemma,1,stop_2
stop,stop.v.01,"come to a halt, stop moving",The car stopped,wordnet,wordnet example,2,stop_3
story,report.n.03,a short account of the news,The story was on the 11 o'clock news,wordnet,wordnet example,3,story_1
story,fib.n.01,a trivial lie,How can I stop my child from telling stories?,wordnet,wordnet example,2,story_1
story,narrative.n.01,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program,"It's a story book, what's the story about",childes,no wordnet example for lemma,2,story_1
story,floor.n.02,a structure consisting of a room or set of rooms at a single position along a vertical scale,What story is the office on?,hand_written,no wordnet example for lemma,1,story_1
story,story.n.02,a piece of fiction that narrates a chain of related events,Can you read me a story?,hand_written,no wordnet example for lemma,1,story_1
story,history.n.02,a record or narrative description of past events,A history of France,wordnet,wordnet example,3,story_2
stove,stove.n.02,any heating apparatus,Boil some water on the stove,hand_written,no wordnet example for sense,0,stove_1
stove,stove.n.01,a kitchen appliance used for cooking food,Dinner was already on the stove,wordnet,wordnet example,1,stove_1
strawberry,strawberry.n.01,sweet fleshy red fruit,I'm getting you some strawberries do you want them in a bowl,childes,no wordnet example for sense,0,strawberry_1
strawberry,strawberry.n.03,a soft red birthmark,There's a strawberry on her back,hand_written,no wordnet example for sense,0,strawberry_1
strawberry,strawberry.n.02,any of various low perennial herbs with many runners and bearing white flowers followed by edible fruits having many small achenes scattered on the surface of an enlarged red pulpy berry,Pick some strawberries from the garden,hand_written,no wordnet example for sense,0,strawberry_1
street,street.n.04,a situation offering opportunities,He worked both sides of the street,wordnet,wordnet example,2,street_1
street,street.n.01,a thoroughfare (usually including sidewalks) that is lined with buildings,They walked the streets of the small town,wordnet,wordnet example,2,street_1
street,street.n.02,the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel,Be careful crossing the street,wordnet,wordnet example,1,street_1
street,street.n.03,the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction,She tried to keep her children off the street,wordnet,wordnet example,1,street_1
street,street.n.05,people living or working on the same street,The whole street protested the absence of street lights,wordnet,wordnet example,1,street_1
stroller,saunterer.n.01,someone who walks at a leisurely pace,"You're such a stroller, you're way too slow",hand_written,no wordnet example for sense,0,stroller_1
stroller,baby_buggy.n.01,a small vehicle with four wheels in which a baby or child is pushed around,You walked around a little with the kids in the strollers,childes,no wordnet example for sense,0,stroller_1
stuck,stuck.s.02,baffled,This problem has me completely stuck,wordnet,wordnet example,1,stuck_1
stuck,stuck.a.01,caught or fixed,Stuck in the mud,wordnet,wordnet example,1,stuck_1
sun,sun.n.03,a person considered as a source of warmth or energy or glory etc,She's the sun of the class,hand_written,no wordnet example for sense,0,sun_1
sun,sun.n.01,the star that is the source of light and heat for the planets in the solar system,The sun contains 99. 85% of the mass in the solar system,wordnet,wordnet example,2,sun_1
sun,sun.n.04,any star around which a planetary system revolves,There are many suns in the universe,hand_written,no wordnet example for sense,0,sun_1
sun,sunday.n.01,first day of the week; observed as a day of rest and worship by most Christians,The first day is known as Sun,hand_written,no wordnet example for sense,0,sun_1
sun,sunlight.n.01,the rays of the sun,The shingles were weathered by the sun and wind,wordnet,wordnet example,1,sun_1
sweater,sweater.n.01,a crocheted or knitted garment covering the upper part of the body,Grandma made you so many nice sweaters didn't she,childes,no wordnet example for sense,0,sweater_1
sweater,perspirer.n.01,a person who perspires,I'm a huge sweater when I exercise,hand_written,no wordnet example for sense,0,sweater_1
sweep,cross.v.05,to cover or extend over an area or time period,Rivers sweep the valley floor,hand_written,no wordnet example for lemma,3,sweep_1
sweep,sweep.v.08,cover the entire range of,They swept the campus for drugs,hand_written,no wordnet example for sense,0,sweep_1
sweep,sweep.v.02,"move with sweeping, effortless, gliding motions",The searchlights swept across the sky,wordnet,wordnet example,3,sweep_1
sweep,sweep.v.06,clean by sweeping,Please sweep the floor,wordnet,wordnet example,1,sweep_1
sweep,swing.v.05,make a big sweeping gesture or movement,Her arms swept through the air,hand_written,no wordnet example for sense,0,sweep_1
sweep,sweep.v.07,win an overwhelming victory in or on,Her new show dog swept all championships,wordnet,wordnet example,1,sweep_2
sweep,brush.v.04,sweep across or over,A gasp swept cross the audience,wordnet,wordnet example,2,sweep_2
sweep,embroil.v.01,"force into some kind of situation, condition, or course of action",They were swept up by the events,wordnet,wordnet example,2,sweep_2
sweep,sweep.v.03,sweep with a broom or as if with a broom,Sweep the crumbs off the table,wordnet,wordnet example,2,sweep_2
swim,float.v.02,be afloat either on or below a liquid surface and not sink to the bottom,He began to swim across the pool surface,hand_written,no wordnet example for sense,0,swim_1
swim,swim.v.04,be covered with or submerged in a liquid,The meat was swimming in a fatty gravy,wordnet,wordnet example,1,swim_1
swim,swim.v.05,move as if gliding through water,This snake swims through the soil where it lives,wordnet,wordnet example,1,swim_1
swim,swim.v.03,be dizzy or giddy,My brain is swimming after the bottle of champagne,wordnet,wordnet example,1,swim_1
swim,swim.v.01,travel through water,We had to swim for 20 minutes to reach the shore,wordnet,wordnet example,2,swim_1
swing,swing.n.03,a sweeping blow or stroke,He took a wild swing at my head,wordnet,wordnet example,1,swing_1
swing,lilt.n.01,a jaunty rhythm in music,He plays a nice swing,hand_written,no wordnet example for sense,0,swing_1
swing,golf_stroke.n.01,the act of swinging a golf club at a golf ball and (usually) hitting it,His swing is a little low,hand_written,no wordnet example for sense,0,swing_1
swing,swing.n.05,a style of jazz played by big bands popular in the 1930s; flowing rhythms but less complex than later styles of jazz,I love to listen to swing,hand_written,no wordnet example for sense,0,swing_1
swing,swing.n.04,changing location by moving back and forth,He would swing between his office and the breakroom,hand_written,no wordnet example for sense,0,swing_1
swing,swing.n.01,a state of steady vigorous action that is characteristic of an activity,The party went with a swing,wordnet,wordnet example,2,swing_2
swing,swing.n.02,mechanical device used as a plaything to support someone swinging back and forth,We'll go on the swing in a little while,childes,no wordnet example for sense,0,swing_2
