group_id,lemma,1,2,3,4,5,num_senses
cry_1,cry,utter a sudden loud cry <br /> <i>(Example: The woman's cry echoed through the field)</i>,"proclaim or announce in public <br /> <i>(Example: Before we had newspapers, a town crier would cry the news)</i>",bring into a particular state by crying <br /> <i>(Example: The little boy cried himself to sleep)</i>,utter a characteristic sound <br /> <i>(Example: The cat was crying)</i>,"utter aloud; often with surprise, horror, or joy <br /> <i>(Example: Watch out!' cried the lady as he made a grab for the groceries)</i>",5
run_9,run,run with the ball; in such sports as football <br /> <i>(Example: He ran 30 yards to a touchdown)</i>,,,,,1
draw_5,draw,"elicit responses, such as objections, criticism, applause, etc. <br /> <i>(Example: The comedian drew a lot of laughter)</i>",thread on or as if on a string <br /> <i>(Example: The child drew glass beads on a string)</i>,move or pull so as to cover or uncover something <br /> <i>(Example: Draw the shades)</i>,cause to move by pulling <br /> <i>(Example: Draw a wagon)</i>,"bring, take, or pull out of a container or from under a cover <br /> <i>(Example: Draw a weapon)</i>",5
carry_6,carry,support or hold in a certain manner <br /> <i>(Example: He carried himself upright)</i>,have on the surface or on the skin <br /> <i>(Example: Carry scars)</i>,keep up with financial support <br /> <i>(Example: The Federal Government carried the province for many years)</i>,compensate for a weaker partner or member by one's own performance <br /> <i>(Example: I resent having to carry her all the time)</i>,serve as a means for expressing something <br /> <i>(Example: His voice carried a lot of anger)</i>,5
kiss_1,kiss,"touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc. <br /> <i>(Example: The newly married couple kissed)</i>",touch lightly or gently <br /> <i>(Example: The blossoms were kissed by the soft rain)</i>,,,,2
chocolate_1,chocolate,a medium brown to dark-brown color <br /> <i>(Example: The wall was a deep chocolate)</i>,a beverage made from cocoa powder and milk and sugar; usually drunk hot <br /> <i>(Example: Do you want some more hot chocolate)</i>,a food made from roasted ground cacao beans <br /> <i>(Example: I went and bought a box of chocolates for them to say thank you)</i>,,,3
push_1,push,sell or promote the sale of (illegal goods such as drugs) <br /> <i>(Example: The guy hanging around the school is pushing drugs)</i>,"move with force, <br /> <i>(Example: He pushed the table into a corner)</i>",approach a certain age or speed <br /> <i>(Example: She is pushing fifty)</i>,make publicity for; try to sell (a product) <br /> <i>(Example: The salesman is aggressively pushing the new computer model)</i>,strive and make an effort to reach a goal <br /> <i>(Example: We have to push a little to make the deadline!)</i>,5
brush_2,brush,a dense growth of bushes <br /> <i>(Example: The sun rose over the brush)</i>,a minor short-term fight <br /> <i>(Example: The brothers always have brushes with each other)</i>,the act of brushing your teeth <br /> <i>(Example: The dentist recommended two brushes a day)</i>,a bushy tail or part of a bushy tail (especially of the fox) <br /> <i>(Example: The fox has a nice brush)</i>,,4
give_9,give,"submit for consideration, judgment, or use <br /> <i>(Example: Give one's opinion)</i>",deliver in exchange or recompense <br /> <i>(Example: I'll give you three books for four CDs)</i>,offer in good faith <br /> <i>(Example: He gave her his word)</i>,"convey, as of a compliment, regards, attention, etc.; bestow <br /> <i>(Example: Give the orders)</i>",,4
tv_1,tv,an electronic device that receives television signals and displays them on a screen <br /> <i>(Example: The British call a tv set a telly)</i>,broadcasting visual images of stationary or moving objects <br /> <i>(Example: What were they showing on tv?)</i>,,,,2
stone_1,stone,a lack of feeling or expression or movement <br /> <i>(Example: He must have a heart of stone)</i>,a lump or mass of hard consolidated mineral matter <br /> <i>(Example: He threw a stone at me)</i>,the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed <br /> <i>(Example: You should remove the stones from prunes before cooking)</i>,building material consisting of a piece of rock hewn in a definite shape for a special purpose <br /> <i>(Example: He wanted a special stone to mark the site)</i>,material consisting of the aggregate of minerals like those making up the Earth's crust <br /> <i>(Example: Stone is abundant in New England and there are many quarries)</i>,5
hen_1,hen,adult female bird <br /> <i>(Example: The crow hen protected her chicks)</i>,female of certain aquatic animals e.g. octopus or lobster <br /> <i>(Example: A female octopus can be called a hen)</i>,adult female chicken <br /> <i>(Example: The hen nested and laid an egg)</i>,flesh of an older chicken suitable for stewing <br /> <i>(Example: We made a great stew from hen)</i>,,4
cat_2,cat,a whip with nine knotted cords <br /> <i>(Example: British sailors feared the cat)</i>,the leaves of the shrub Catha edulis which are chewed like tobacco or used to make tea; has the effect of a euphoric stimulant <br /> <i>(Example: Cat used to be a popular stimulant)</i>,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats <br /> <i>(Example: Two kitty cats)</i>,,,3
break_7,break,change suddenly from one tone quality or register to another <br /> <i>(Example: Her voice broke to a whisper when she started to talk about her children)</i>,interrupt the flow of current in <br /> <i>(Example: Break a circuit)</i>,undergo breaking <br /> <i>(Example: The simple vowels broke in many Germanic languages)</i>,give up <br /> <i>(Example: Break cigarette smoking)</i>,find a flaw in <br /> <i>(Example: Break an alibi)</i>,5
corn_2,corn,a hard thickening of the skin (especially on the top or sides of the toes) caused by the pressure of ill-fitting shoes <br /> <i>(Example: I have corn on my feet from running in bad shoes)</i>,whiskey distilled from a mash of not less than 80 percent corn <br /> <i>(Example: You can only find the strongest corn in the midwest)</i>,,,,2
sing_1,sing,"make a whining, ringing, or whistling sound <br /> <i>(Example: The kettle was singing)</i>",deliver by singing <br /> <i>(Example: Sing Christmas carols)</i>,to make melodious sounds <br /> <i>(Example: The nightingale was singing)</i>,divulge confidential information or secrets <br /> <i>(Example: I'm gonna make him sing)</i>,produce tones with the voice <br /> <i>(Example: She was singing while she was cooking)</i>,5
cold_1,cold,unconscious from a blow or shock or intoxication <br /> <i>(Example: The boxer was out cold)</i>,lacking the warmth of life <br /> <i>(Example: Cold in his grave)</i>,feeling or showing no enthusiasm <br /> <i>(Example: A cold audience)</i>,without compunction or human feeling <br /> <i>(Example: In cold blood)</i>,so intense as to be almost uncontrollable <br /> <i>(Example: Cold fury gripped him)</i>,5
catch_5,catch,"hear, usually without the knowledge of the speakers <br /> <i>(Example: We caught the conversation at the next table)</i>",apprehend and reproduce accurately <br /> <i>(Example: She really caught the spirit of the place in her drawings)</i>,attract; cause to be enamored <br /> <i>(Example: She caught all the men's hearts)</i>,"discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state <br /> <i>(Example: She was caught shoplifting)</i>","get or regain something necessary, usually quickly or briefly <br /> <i>(Example: Catch one's breath)</i>",5
heavy_1,heavy,given to excessive indulgence of bodily appetites especially for intoxicating liquors <br /> <i>(Example: A heavy drinker)</i>,of comparatively great physical weight or density <br /> <i>(Example: A heavy load)</i>,of great intensity or power or force <br /> <i>(Example: A heavy blow)</i>,full of; bearing great weight <br /> <i>(Example: Trees heavy with fruit)</i>,(of an actor or role) being or playing the villain <br /> <i>(Example: Iago is the heavy role in `Othello')</i>,5
bug_1,bug,general term for any insect or similar creeping or crawling invertebrate <br /> <i>(Example: I don't think that's a bug I think it's a speck of dirt)</i>,a small hidden microphone; for listening secretly <br /> <i>(Example: Hide the bug in the plant so they won't know that we are listening)</i>,insects with sucking mouthparts and forewings thickened and leathery at the base; usually show incomplete metamorphosis <br /> <i>(Example: Those bugs are so scary)</i>,"a fault or defect in a computer program, system, or machine <br /> <i>(Example: There is a bug in my laptop, can you fix it?)</i>",a minute life form (especially a disease-causing bacterium); the term is not in technical use <br /> <i>(Example: I hope you do not have a stomach bug)</i>,5
carry_3,carry,be able to feed <br /> <i>(Example: This land will carry ten cows to the acre)</i>,be conveyed over a certain distance <br /> <i>(Example: Her voice carries very well in this big opera house)</i>,be equipped with (a mast or sail) <br /> <i>(Example: This boat can only carry a small sail)</i>,"have a certain range <br /> <i>(Example: This rifle carries for 3,000 feet)</i>",drink alcohol without showing ill effects <br /> <i>(Example: He had drunk more than he could carry)</i>,5
good_4,good,exerting force or influence <br /> <i>(Example: A warranty good for two years)</i>,generally admired <br /> <i>(Example: Good taste)</i>,deserving of esteem and respect <br /> <i>(Example: Ruined the family's good name)</i>,having the normally expected amount <br /> <i>(Example: Gives good measure)</i>,in excellent physical condition <br /> <i>(Example: Good teeth)</i>,5
love_1,love,get pleasure from <br /> <i>(Example: I love cooking)</i>,be enamored or in love with <br /> <i>(Example: She loves her husband deeply)</i>,have sexual intercourse with <br /> <i>(Example: Make love)</i>,have a great affection or liking for <br /> <i>(Example: I love French food)</i>,,4
give_2,give,transmit (knowledge or skills) <br /> <i>(Example: Give a secret to the Russians)</i>,manifest or show <br /> <i>(Example: This student gives promise of real creativity)</i>,give food to <br /> <i>(Example: Don't give the child this tough meat)</i>,"give entirely to a specific person, activity, or cause <br /> <i>(Example: Give one's talents to a good cause)</i>",give or convey physically <br /> <i>(Example: She gave him First Aid)</i>,5
diaper_1,diaper,garment consisting of a folded cloth drawn up between the legs and fastened at the waist; worn by infants to catch excrement <br /> <i>(Example: She doesn't have a diaper on)</i>,,,,,1
gloves_1,gloves,boxing equipment consisting of big and padded coverings for the fists of the fighters; worn for the sport of boxing <br /> <i>(Example: He bought a new pair of gloves for boxing)</i>,"handwear: covers the hand and wrist <br /> <i>(Example: Get your coat, your hat, and gloves)</i>",the handwear used by fielders in playing baseball <br /> <i>(Example: He has a glove and he's catching the ball)</i>,,,3
shorts_1,shorts,the fielding position of the player on a baseball team who is stationed between second and third base <br /> <i>(Example: He plays shortstop this game)</i>,underpants worn by men <br /> <i>(Example: You need shorts and trousers)</i>,"trousers that end at or above the knee <br /> <i>(Example: It's too hot for pants, let's go put on some shorts)</i>",accidental contact between two points in an electric circuit that have a potential difference <br /> <i>(Example: There was a short and the lights went out)</i>,the location on a baseball field where the shortstop is stationed <br /> <i>(Example: The ball flew directly to the short)</i>,5
cut_7,cut,lessen the strength or flavor of a solution or mixture <br /> <i>(Example: Cut bourbon)</i>,discharge from a group <br /> <i>(Example: The coach cut two players from the team)</i>,cut and assemble the components of <br /> <i>(Example: Cut recording tape)</i>,form or shape by cutting or incising <br /> <i>(Example: Cut paper dolls)</i>,style and tailor in a certain fashion <br /> <i>(Example: Cut a dress)</i>,5
light_3,light,(physics) electromagnetic radiation that can produce a visual sensation <br /> <i>(Example: The light was filtered through a soft glass window)</i>,any device serving as a source of illumination <br /> <i>(Example: He stopped the car and turned off the lights)</i>,the quality of being luminous; emitting or reflecting light <br /> <i>(Example: How much light do you need?)</i>,a person regarded very fondly <br /> <i>(Example: The light of my life)</i>,the visual effect of illumination on objects or scenes as created in pictures <br /> <i>(Example: He could paint the lightest light and the darkest dark)</i>,5
train_1,train,a series of consequences wrought by an event <br /> <i>(Example: It led to a train of disasters)</i>,a procession (of wagons or mules or camels) traveling together in single file <br /> <i>(Example: They joined the wagon train for safety)</i>,piece of cloth forming the long back section of a gown that is drawn along the floor <br /> <i>(Example: The bride's train was carried by her two young nephews)</i>,wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed <br /> <i>(Example: The fool got his tie caught in the geartrain)</i>,a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding <br /> <i>(Example: Train of mourners)</i>,5
cracker_1,cracker,firework consisting of a small explosive charge and fuse in a heavy paper casing <br /> <i>(Example: The city organizes a fire cracker show on 4th of July)</i>,a poor White person in the southern United States <br /> <i>(Example: The cracker had to crack his own corn)</i>,a party favor consisting of a paper roll (usually containing candy or a small favor) that pops when pulled at both ends <br /> <i>(Example: Confetti came out of a cracker)</i>,"a programmer who cracks (gains unauthorized access to) computers, typically to do malicious things <br /> <i>(Example: Crackers are often mistakenly called hackers)</i>","a thin crisp wafer made of flour and water with or without leavening and shortening; unsweetened or semisweet <br /> <i>(Example: We have to have lunch soon, we don't want to eat crackers all day long)</i>",5
work_6,work,move in an agitated manner <br /> <i>(Example: His fingers worked with tension)</i>,use or manipulate to one's advantage <br /> <i>(Example: She knows how to work the system)</i>,,,,2
fall_3,fall,lose one's chastity <br /> <i>(Example: A fallen woman)</i>,"fall from clouds <br /> <i>(Example: Rain, snow and sleet were falling)</i>",come into the possession of <br /> <i>(Example: Fall into the wrong hands)</i>,"die, as in battle or in a hunt <br /> <i>(Example: Several deer have fallen to the same gun)</i>","suffer defeat, failure, or ruin <br /> <i>(Example: We must stand or fall)</i>",5
feed_1,feed,provide as food <br /> <i>(Example: Feed the doggie)</i>,gratify <br /> <i>(Example: Feed one's eyes on a gorgeous view)</i>,"give a tip or gratuity to in return for a service, beyond the compensation agreed on <br /> <i>(Example: Feed the steward)</i>","move along, of liquids <br /> <i>(Example: The Missouri feeds into the Mississippi)</i>",provide with fertilizers or add nutrients to <br /> <i>(Example: We should feed soil if we want to grow healthy plants)</i>,5
plate_1,plate,structural member consisting of a horizontal beam that provides bearing and anchorage <br /> <i>(Example: The plate in the wall was not installed properly)</i>,"(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score <br /> <i>(Example: You have to touch the plate, remember)</i>",a rigid layer of the Earth's crust that is believed to drift slowly <br /> <i>(Example: Earth's plates move constantly)</i>,"the quantity contained in a plate <br /> <i>(Example: Are you still hungry, do you want another plate?)</i>",a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners) <br /> <i>(Example: The riot police were armed with plates)</i>,5
corn_1,corn,ears of corn that can be prepared and served for human food <br /> <i>(Example: She got lost in the corn fields)</i>,tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times <br /> <i>(Example: Nebraska's got lots of corn)</i>,(Great Britain) any of various cereal plants (especially the dominant crop of the region--wheat in Great Britain or oats in Scotland and Ireland) <br /> <i>(Example: Have some corn cereal for breakfast)</i>,the dried grains or kernels or corn used as animal feed or ground for meal <br /> <i>(Example: I got to feed the pigs corn)</i>,something sentimental or trite <br /> <i>(Example: That movie was pure corn)</i>,5
cover_1,cover,protect by insurance <br /> <i>(Example: The insurance won't cover this)</i>,"span an interval of distance, space or time <br /> <i>(Example: The period covered the turn of the century)</i>",spread over a surface to conceal or protect <br /> <i>(Example: This paint covers well)</i>,invest with a large or excessive amount of something <br /> <i>(Example: She covered herself with glory)</i>,help out by taking someone's place and temporarily assuming his responsibilities <br /> <i>(Example: She is covering for our secretary who is ill this week)</i>,5
play_7,play,perform music on (a musical instrument) <br /> <i>(Example: He plays the flute)</i>,"contend against an opponent in a sport, game, or battle <br /> <i>(Example: Princeton plays Yale this weekend)</i>",use or move <br /> <i>(Example: I had to play my queen)</i>,"put (a card or piece) into play during a game, or act strategically as if in a card game <br /> <i>(Example: He is playing his cards close to his chest)</i>",employ in a game or in a specific position <br /> <i>(Example: They played him on first base)</i>,5
careful_1,careful,mindful of the future in spending money <br /> <i>(Example: Careful with money)</i>,exercising caution or showing care or attention <br /> <i>(Example: They were careful when crossing the busy street)</i>,cautiously attentive <br /> <i>(Example: Careful of her feelings)</i>,unhurried and with care and dignity <br /> <i>(Example: She was careful and graceful when walking)</i>,full of cares or anxiety <br /> <i>(Example: Thou art careful and troubled about many things)</i>,5
draw_3,draw,direct toward itself or oneself by means of some psychological power or physical attributes <br /> <i>(Example: The store owner was happy that the ad drew in many new customers)</i>,make a mark or lines on a surface <br /> <i>(Example: Draw a line)</i>,"cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense <br /> <i>(Example: The cart was drawn by an ox)</i>",stretch back a bowstring (on an archer's bow) <br /> <i>(Example: The archers were drawing their bows)</i>,get or derive <br /> <i>(Example: He drew great benefits from his membership in the association)</i>,5
pen_1,pen,a portable enclosure in which babies may be left to play <br /> <i>(Example: The toddlers are playing in the pen)</i>,"a writing implement with a point from which ink flows <br /> <i>(Example: Do you have a new pen, mine is out of ink)</i>",female swan <br /> <i>(Example: Look at the pen on the lake)</i>,an enclosure for confining livestock <br /> <i>(Example: You went in the pen with the goats)</i>,a correctional institution for those convicted of major crimes <br /> <i>(Example: He was sentenced to 10 years in the pen)</i>,5
bubbles_1,bubbles,"a hollow globule of gas (e.g., air or carbon dioxide) <br /> <i>(Example: That pig wants to have a bath with bubbles)</i>",a dome-shaped covering made of transparent glass or plastic <br /> <i>(Example: The bar was in a bubble on the lawn at the party)</i>,an impracticable and illusory idea <br /> <i>(Example: He didn't want to burst the newcomer's bubble)</i>,a speculative scheme that depends on unstable factors that the planner cannot control <br /> <i>(Example: Don't you think this plan is a bit of a bubble?)</i>,,4
giraffe_1,giraffe,tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa <br /> <i>(Example: We need a giraffe to watch over them because giraffes have long necks)</i>,,,,,1
go_2,go,"change location; move, travel, or proceed, also metaphorically <br /> <i>(Example: How fast does your new car go?)</i>",progress by being changed <br /> <i>(Example: The speech has to go through several more drafts)</i>,be or continue to be in a certain condition <br /> <i>(Example: They will go hungry)</i>,have a turn; make one's move in a game <br /> <i>(Example: Can I go now?)</i>,be abolished or discarded <br /> <i>(Example: These ugly billboards have to go!)</i>,5
head_1,head,a dense cluster of flowers or foliage <br /> <i>(Example: A head of cauliflower)</i>,(grammar) the word in a grammatical constituent that plays the same grammatical role as the whole constituent <br /> <i>(Example: The head of the sentence is ungrammatical)</i>,the front of a military formation or procession <br /> <i>(Example: The head of the column advanced boldly)</i>,the educator who has executive authority for a school <br /> <i>(Example: She sent unruly pupils to see the head teacher)</i>,a single domestic animal <br /> <i>(Example: 200 head of cattle)</i>,5
splash_1,splash,dash a liquid upon or against <br /> <i>(Example: The mother splashed the baby's face with water)</i>,"cause (a liquid) to spatter about, especially with force <br /> <i>(Example: She splashed the water around her)</i>",walk through mud or mire <br /> <i>(Example: We had to splash across the wet meadow)</i>,soil or stain with a splashed liquid <br /> <i>(Example: The sauce splashed his white shirt)</i>,make a splashing sound <br /> <i>(Example: Water was splashing on the floor)</i>,5
nose_1,nose,a natural skill <br /> <i>(Example: He has a nose for good deals)</i>,"a projecting spout from which a fluid is discharged <br /> <i>(Example: Uncap the nose, so I can squirt the ketchup)</i>",a symbol of inquisitiveness <br /> <i>(Example: Keep your nose out of it)</i>,a small distance <br /> <i>(Example: My horse lost the race by a nose)</i>,the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals <br /> <i>(Example: He has a cold in the nose)</i>,5
bear_1,bear,massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws <br /> <i>(Example: We saw a polar bear at the zoo)</i>,"an investor with a pessimistic market outlook; an investor who expects prices to fall and so sells now in order to buy later at a lower price <br /> <i>(Example: Jake is such a bear, he always profits when the market falls)</i>",,,,2
run_8,run,change from one state to another <br /> <i>(Example: Run amok)</i>,"reduce or cause to be reduced from a solid to a liquid state, usually by heating <br /> <i>(Example: Run butter)</i>","flee; take to one's heels; cut and run <br /> <i>(Example: If you see this man, run!)</i>",set animals loose to graze <br /> <i>(Example: I let the cows out to run)</i>,cause something to pass or lead somewhere <br /> <i>(Example: Run the wire behind the cabinet)</i>,5
shoulder_1,shoulder,the part of a garment that covers or fits over the shoulder <br /> <i>(Example: An ornamental gold braid on the shoulder of his uniform)</i>,the part of the body between the neck and the upper arm <br /> <i>(Example: Rest your head on my shoulder)</i>,a ball-and-socket joint between the head of the humerus and a cavity of the scapula <br /> <i>(Example: I hurt my shoulder during a fall)</i>,a narrow edge of land (usually unpaved) along the side of a road <br /> <i>(Example: The car pulled off onto the shoulder)</i>,a cut of meat including the upper joint of the foreleg <br /> <i>(Example: Pork shoulder would be perfect for this dish)</i>,5
yellow_1,yellow,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk <br /> <i>(Example: That banana isn't yellow enough to be ripe)</i>,changed to a yellowish color by age <br /> <i>(Example: Yellowed parchment)</i>,typical of tabloids <br /> <i>(Example: Yellow press)</i>,affected by jaundice which causes yellowing of skin etc <br /> <i>(Example: His liver is going bad so he's going yellow)</i>,easily frightened <br /> <i>(Example: He's too yellow to go skydiving)</i>,5
break_4,break,invalidate by judicial action <br /> <i>(Example: The will was broken)</i>,become separated into pieces or fragments <br /> <i>(Example: The figurine broke)</i>,emerge from the surface of a body of water <br /> <i>(Example: The whales broke)</i>,cause the failure or ruin of <br /> <i>(Example: This play will either make or break the playwright)</i>,"act in disregard of laws, rules, contracts, or promises <br /> <i>(Example: Break a law)</i>",5
sad_1,sad,experiencing or showing sorrow or unhappiness <br /> <i>(Example: Feeling sad because his dog had died)</i>,of things that make you feel sad <br /> <i>(Example: Sad news)</i>,bad; unfortunate <br /> <i>(Example: Her clothes were in sad shape)</i>,,,3
penny_1,penny,a coin worth one-hundredth of the value of the basic unit <br /> <i>(Example: You're going to need some pennies for your shopping aren't you)</i>,a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound <br /> <i>(Example: I'd like fifty pennies for that ice cream please)</i>,,,,2
drink_1,drink,any liquid suitable for drinking <br /> <i>(Example: Do you need a drink? Maybe some water?)</i>,any large deep body of water <br /> <i>(Example: He jumped into the drink and had to be rescued)</i>,the act of drinking alcoholic beverages to excess <br /> <i>(Example: Drink was his downfall)</i>,the act of swallowing <br /> <i>(Example: He took a drink of his beer and smacked his lips)</i>,a single serving of a beverage <br /> <i>(Example: I asked for a hot drink)</i>,5
cold_2,cold,extended meanings; especially of psychological coldness; without human warmth or emotion <br /> <i>(Example: A cold unfriendly nod)</i>,lacking originality or spontaneity; no longer new <br /> <i>(Example: The relationship turned cold)</i>,having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration <br /> <i>(Example: A cold climate)</i>,sexually unresponsive <br /> <i>(Example: Was cold to his advances)</i>,marked by errorless familiarity <br /> <i>(Example: Had her lines cold before rehearsals started)</i>,5
dryer_1,dryer,an appliance that removes moisture <br /> <i>(Example: You got a washing machine and dryer didn't you)</i>,,,,,1
sidewalk_1,sidewalk,walk consisting of a paved area for pedestrians; usually beside a street or roadway <br /> <i>(Example: Stay on the sidewalk and never go in the street)</i>,,,,,1
climb_1,climb,increase in value or to a higher point <br /> <i>(Example: Prices climbed steeply)</i>,"move with difficulty, by grasping <br /> <i>(Example: He's gonna to climb on top of the buildings)</i>",slope upward <br /> <i>(Example: The path climbed all the way to the top of the hill)</i>,go up or advance <br /> <i>(Example: Sales were climbing after prices were lowered)</i>,improve one's social status <br /> <i>(Example: This young man knows how to climb the social ladder)</i>,5
hat_1,hat,headdress that protects the head from bad weather; has shaped crown and usually a brim <br /> <i>(Example: Oh its raining and I forgot your hat)</i>,an informal term for a person's role <br /> <i>(Example: He took off his politician's hat and talked frankly)</i>,,,,2
bad_3,bad,nonstandard <br /> <i>(Example: So-called bad grammar)</i>,feeling or expressing regret or sorrow or a sense of loss over something done or undone <br /> <i>(Example: He felt bad about breaking the vase)</i>,very intense <br /> <i>(Example: A bad headache)</i>,having undesirable or negative qualities <br /> <i>(Example: A bad report card)</i>,,4
sled_1,sled,a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow <br /> <i>(Example: They don't even need a sled they just go on their belly)</i>,,,,,1
shake_2,shake,move back and forth or sideways <br /> <i>(Example: The tall building shook)</i>,"stir the feelings, emotions, or peace of <br /> <i>(Example: These stories shook the community)</i>",bring to a specified condition by or as if by shaking <br /> <i>(Example: He was shaken from his dreams)</i>,"shake (a body part) to communicate a greeting, feeling, or cognitive state <br /> <i>(Example: Shake one's head)</i>",,4
arm_1,arm,a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb <br /> <i>(Example: Please give me your arm)</i>,the part of a garment that is attached at the armhole and that provides a cloth covering for the arm <br /> <i>(Example: She wiped it off with the arm of her coat)</i>,the part of an armchair or sofa that supports the elbow and forearm of a seated person <br /> <i>(Example: Did you bash your head on the chair arm?)</i>,any projection that is thought to resemble a human arm <br /> <i>(Example: The arm of the record player)</i>,any instrument or instrumentality used in fighting or hunting <br /> <i>(Example: Right to bear arms)</i>,5
refrigerator_1,refrigerator,white goods in which food can be stored at low temperatures <br /> <i>(Example: I put it back in the refrigerator because it's looking like you're not going to eat it)</i>,,,,,1
drive_5,drive,"force into or from an action or state, either physically or metaphorically <br /> <i>(Example: He drives me mad)</i>",cause to move rapidly by striking or throwing with force <br /> <i>(Example: Drive the ball far out into the field)</i>,,,,2
eye_1,eye,attention to what is seen <br /> <i>(Example: He tried to catch her eye)</i>,the organ of sight <br /> <i>(Example: Ow you poked my eye)</i>,a small hole or loop (as in a needle) <br /> <i>(Example: The thread wouldn't go through the eye)</i>,an area that is approximately central within some larger region <br /> <i>(Example: They were in the eye of the storm)</i>,good discernment (either visually or as if visually) <br /> <i>(Example: She has an eye for fresh talent)</i>,5
pretend_1,pretend,put forward a claim and assert right or possession of <br /> <i>(Example: Pretend the title of King)</i>,state insincerely <br /> <i>(Example: She pretended not to have known the suicide bomber)</i>,make believe with the intent to deceive <br /> <i>(Example: He pretended he was a rich man)</i>,"put forward, of a guess, in spite of possible refutation <br /> <i>(Example: I cannot pretend to say that you are wrong)</i>","represent fictitiously, as in a play, or pretend to be or act like <br /> <i>(Example: Let's pretend they're building a city over here)</i>",5
mouth_2,mouth,a person conceived as a consumer of food <br /> <i>(Example: He has four mouths to feed)</i>,the opening of a jar or bottle <br /> <i>(Example: The jar had a wide mouth)</i>,the externally visible part of the oral cavity on the face and the system of organs surrounding the opening <br /> <i>(Example: She wiped lipstick from her mouth)</i>,,,3
think_2,think,focus one's attention on a certain state <br /> <i>(Example: Think thin)</i>,be capable of conscious thought <br /> <i>(Example: Man is the only creature that thinks)</i>,bring into a given condition by mental preoccupation <br /> <i>(Example: She thought herself into a state of panic over the final exam)</i>,judge or regard; look upon; judge <br /> <i>(Example: I think he is very smart)</i>,"use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments <br /> <i>(Example: I've been thinking all day and getting nowhere)</i>",5
pretend_2,pretend,behave unnaturally or affectedly <br /> <i>(Example: She's just pretending)</i>,,,,,1
grapes_1,grapes,any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters <br /> <i>(Example: We have grape juice and we have cranberry juice)</i>,a cluster of small projectiles fired together from a cannon to produce a hail of shot <br /> <i>(Example: The Grape Method was used both in land and naval warfare)</i>,any of numerous woody vines of genus Vitis bearing clusters of edible berries <br /> <i>(Example: Go pick the fruits off the grape vine)</i>,,,3
show_1,show,provide evidence for <br /> <i>(Example: The blood test showed that he was the father)</i>,give an exhibition of to an interested audience <br /> <i>(Example: She shows her dogs frequently)</i>,make visible or noticeable <br /> <i>(Example: She showed her talent for cooking)</i>,"indicate a place, direction, person, or thing; either spatially or figuratively <br /> <i>(Example: I showed the customer the glove section)</i>",indicate a certain reading; of gauges and instruments <br /> <i>(Example: The thermometer showed thirteen degrees below zero)</i>,5
work_4,work,arrive at a certain condition through repeated motion <br /> <i>(Example: The stitches of the hem worked loose after she wore the skirt many times)</i>,go sour or spoil <br /> <i>(Example: The wine worked)</i>,cause to work <br /> <i>(Example: He is working his servants hard)</i>,"gratify and charm, usually in order to influence <br /> <i>(Example: The political candidate worked the crowds)</i>",behave in a certain way when handled <br /> <i>(Example: This dough does not work easily)</i>,5
dance_1,dance,"skip, leap, or move up and down or sideways <br /> <i>(Example: The children danced with joy)</i>",move in a graceful and rhythmical way <br /> <i>(Example: The young girl danced into the room)</i>,move in a pattern; usually to musical accompaniment; do or perform a dance <br /> <i>(Example: My husband and I like to dance at home to the radio)</i>,,,3
button_1,button,any of various plant parts that resemble buttons <br /> <i>(Example: My mom loves button flowers)</i>,a round fastener sewn to shirts and coats etc to fit through buttonholes <br /> <i>(Example: Her button popped off)</i>,a round flat badge displaying information and suitable for pinning onto a garment <br /> <i>(Example: They passed out campaign buttons for their candidate)</i>,a device that when pressed will release part of a mechanism <br /> <i>(Example: Push the button and it pops up)</i>,any artifact that resembles a button <br /> <i>(Example: Press the pause button)</i>,5
bucket_1,bucket,the quantity contained in a bucket <br /> <i>(Example: You want to draw buckets of water?)</i>,"a roughly cylindrical vessel that is open at the top <br /> <i>(Example: Those are pails or buckets, you can call them either a pail or a bucket)</i>",,,,2
